,business_id,date
79211,-Tnsc_b8dsWuAq1wQugKZA,2013-04-25 23:04:17
79212,-Tnsc_b8dsWuAq1wQugKZA,2013-05-08 22:25:56
79213,-Tnsc_b8dsWuAq1wQugKZA,2013-05-11 00:04:47
79214,-Tnsc_b8dsWuAq1wQugKZA,2013-05-18 21:03:41
79215,-Tnsc_b8dsWuAq1wQugKZA,2013-05-20 22:29:20
79216,-Tnsc_b8dsWuAq1wQugKZA,2013-06-16 18:03:04
79217,-Tnsc_b8dsWuAq1wQugKZA,2013-06-24 22:34:40
79218,-Tnsc_b8dsWuAq1wQugKZA,2013-07-19 23:20:26
79219,-Tnsc_b8dsWuAq1wQugKZA,2013-07-26 23:30:45
79220,-Tnsc_b8dsWuAq1wQugKZA,2013-08-05 23:37:40
79221,-Tnsc_b8dsWuAq1wQugKZA,2013-08-12 22:33:23
79222,-Tnsc_b8dsWuAq1wQugKZA,2013-09-04 22:17:56
79223,-Tnsc_b8dsWuAq1wQugKZA,2013-09-13 23:03:14
79224,-Tnsc_b8dsWuAq1wQugKZA,2013-09-20 00:08:20
79225,-Tnsc_b8dsWuAq1wQugKZA,2013-09-21 23:12:42
79226,-Tnsc_b8dsWuAq1wQugKZA,2013-09-26 22:18:47
79227,-Tnsc_b8dsWuAq1wQugKZA,2013-10-06 02:17:48
79228,-Tnsc_b8dsWuAq1wQugKZA,2013-10-12 23:47:29
79229,-Tnsc_b8dsWuAq1wQugKZA,2013-10-17 00:03:57
79230,-Tnsc_b8dsWuAq1wQugKZA,2013-11-27 00:17:28
79231,-Tnsc_b8dsWuAq1wQugKZA,2013-11-27 00:18:23
79232,-Tnsc_b8dsWuAq1wQugKZA,2013-12-18 16:55:48
79233,-Tnsc_b8dsWuAq1wQugKZA,2013-12-31 18:34:23
79234,-Tnsc_b8dsWuAq1wQugKZA,2014-01-25 23:05:35
79235,-Tnsc_b8dsWuAq1wQugKZA,2014-03-09 01:18:28
79236,-Tnsc_b8dsWuAq1wQugKZA,2014-03-13 17:46:43
79237,-Tnsc_b8dsWuAq1wQugKZA,2014-03-28 22:23:34
79238,-Tnsc_b8dsWuAq1wQugKZA,2014-05-05 21:43:52
79239,-Tnsc_b8dsWuAq1wQugKZA,2014-05-07 22:03:07
79240,-Tnsc_b8dsWuAq1wQugKZA,2014-05-10 00:40:05
79241,-Tnsc_b8dsWuAq1wQugKZA,2014-05-28 22:05:56
79242,-Tnsc_b8dsWuAq1wQugKZA,2014-06-17 23:29:38
79243,-Tnsc_b8dsWuAq1wQugKZA,2014-07-22 22:49:52
79244,-Tnsc_b8dsWuAq1wQugKZA,2014-09-19 22:46:16
79245,-Tnsc_b8dsWuAq1wQugKZA,2014-12-01 23:46:59
79246,-Tnsc_b8dsWuAq1wQugKZA,2014-12-13 23:32:01
79247,-Tnsc_b8dsWuAq1wQugKZA,2014-12-20 00:25:49
79248,-Tnsc_b8dsWuAq1wQugKZA,2014-12-29 01:12:39
79249,-Tnsc_b8dsWuAq1wQugKZA,2015-03-12 22:46:47
79250,-Tnsc_b8dsWuAq1wQugKZA,2015-03-19 22:25:29
79251,-Tnsc_b8dsWuAq1wQugKZA,2015-04-30 22:26:48
79252,-Tnsc_b8dsWuAq1wQugKZA,2015-05-09 00:23:25
79253,-Tnsc_b8dsWuAq1wQugKZA,2015-09-04 21:44:02
79254,-Tnsc_b8dsWuAq1wQugKZA,2015-09-19 23:01:04
79255,-Tnsc_b8dsWuAq1wQugKZA,2015-12-01 18:11:08
79256,-Tnsc_b8dsWuAq1wQugKZA,2016-04-13 22:28:14
79257,-Tnsc_b8dsWuAq1wQugKZA,2016-04-16 18:31:43
79258,-Tnsc_b8dsWuAq1wQugKZA,2016-05-13 20:40:12
79259,-Tnsc_b8dsWuAq1wQugKZA,2016-06-13 23:26:26
79260,-Tnsc_b8dsWuAq1wQugKZA,2016-07-29 18:00:21
79261,-Tnsc_b8dsWuAq1wQugKZA,2016-08-06 15:21:19
79262,-Tnsc_b8dsWuAq1wQugKZA,2016-08-06 15:21:48
79263,-Tnsc_b8dsWuAq1wQugKZA,2016-09-22 22:56:11
79264,-Tnsc_b8dsWuAq1wQugKZA,2016-10-02 17:16:49
79265,-Tnsc_b8dsWuAq1wQugKZA,2016-10-06 21:47:28
79266,-Tnsc_b8dsWuAq1wQugKZA,2016-10-06 22:01:47
79267,-Tnsc_b8dsWuAq1wQugKZA,2016-10-27 22:42:23
79268,-Tnsc_b8dsWuAq1wQugKZA,2016-10-28 23:00:52
79269,-Tnsc_b8dsWuAq1wQugKZA,2016-10-28 23:05:34
79270,-Tnsc_b8dsWuAq1wQugKZA,2016-11-03 22:24:50
79271,-Tnsc_b8dsWuAq1wQugKZA,2016-12-05 22:14:20
79272,-Tnsc_b8dsWuAq1wQugKZA,2017-03-26 17:15:38
79273,-Tnsc_b8dsWuAq1wQugKZA,2017-03-26 17:16:04
79274,-Tnsc_b8dsWuAq1wQugKZA,2017-04-05 19:28:27
79275,-Tnsc_b8dsWuAq1wQugKZA,2017-04-15 17:17:28
79276,-Tnsc_b8dsWuAq1wQugKZA,2017-04-22 22:55:15
79277,-Tnsc_b8dsWuAq1wQugKZA,2017-04-24 00:13:56
79278,-Tnsc_b8dsWuAq1wQugKZA,2017-05-02 23:10:32
79279,-Tnsc_b8dsWuAq1wQugKZA,2017-05-09 22:29:13
79280,-Tnsc_b8dsWuAq1wQugKZA,2017-05-11 22:49:33
79281,-Tnsc_b8dsWuAq1wQugKZA,2017-05-14 19:19:14
79282,-Tnsc_b8dsWuAq1wQugKZA,2017-05-14 22:37:37
79283,-Tnsc_b8dsWuAq1wQugKZA,2017-05-22 22:13:46
79284,-Tnsc_b8dsWuAq1wQugKZA,2017-07-01 23:50:05
79285,-Tnsc_b8dsWuAq1wQugKZA,2017-07-13 23:26:38
79286,-Tnsc_b8dsWuAq1wQugKZA,2017-07-26 00:42:51
79287,-Tnsc_b8dsWuAq1wQugKZA,2017-09-13 22:49:18
79288,-Tnsc_b8dsWuAq1wQugKZA,2017-11-17 22:08:07
79289,-Tnsc_b8dsWuAq1wQugKZA,2017-11-19 01:00:54
79290,-Tnsc_b8dsWuAq1wQugKZA,2017-12-21 23:36:26
79291,-Tnsc_b8dsWuAq1wQugKZA,2018-01-13 22:02:32
79292,-Tnsc_b8dsWuAq1wQugKZA,2018-02-10 19:08:13
79293,-Tnsc_b8dsWuAq1wQugKZA,2018-02-12 23:12:27
79294,-Tnsc_b8dsWuAq1wQugKZA,2018-03-07 23:30:38
79295,-Tnsc_b8dsWuAq1wQugKZA,2018-04-05 21:54:18
79296,-Tnsc_b8dsWuAq1wQugKZA,2018-04-11 21:48:38
79297,-Tnsc_b8dsWuAq1wQugKZA,2018-04-16 22:44:03
79298,-Tnsc_b8dsWuAq1wQugKZA,2018-05-27 16:58:32
79299,-Tnsc_b8dsWuAq1wQugKZA,2018-06-04 18:29:47
79300,-Tnsc_b8dsWuAq1wQugKZA,2018-08-02 22:02:18
79301,-Tnsc_b8dsWuAq1wQugKZA,2018-09-18 17:46:22
79302,-Tnsc_b8dsWuAq1wQugKZA,2018-09-24 22:37:16
79303,-Tnsc_b8dsWuAq1wQugKZA,2018-10-17 22:09:36
79304,-Tnsc_b8dsWuAq1wQugKZA,2018-10-22 21:38:50
79305,-Tnsc_b8dsWuAq1wQugKZA,2018-10-24 23:15:28
79306,-Tnsc_b8dsWuAq1wQugKZA,2018-10-25 19:26:05
79307,-Tnsc_b8dsWuAq1wQugKZA,2018-11-03 16:22:18
79308,-Tnsc_b8dsWuAq1wQugKZA,2018-11-04 22:26:58
79309,-Tnsc_b8dsWuAq1wQugKZA,2018-11-09 22:48:55
79310,-Tnsc_b8dsWuAq1wQugKZA,2018-12-27 23:11:08
79311,-Tnsc_b8dsWuAq1wQugKZA,2019-01-17 22:55:45
79312,-Tnsc_b8dsWuAq1wQugKZA,2019-01-18 00:05:11
79313,-Tnsc_b8dsWuAq1wQugKZA,2019-01-22 23:31:30
79314,-Tnsc_b8dsWuAq1wQugKZA,2019-01-22 23:33:20
79315,-Tnsc_b8dsWuAq1wQugKZA,2019-01-23 22:29:13
79316,-Tnsc_b8dsWuAq1wQugKZA,2019-02-02 00:28:36
79317,-Tnsc_b8dsWuAq1wQugKZA,2019-02-07 00:19:40
79318,-Tnsc_b8dsWuAq1wQugKZA,2019-02-13 00:31:26
79319,-Tnsc_b8dsWuAq1wQugKZA,2019-02-16 22:24:45
79320,-Tnsc_b8dsWuAq1wQugKZA,2019-02-22 23:48:33
79321,-Tnsc_b8dsWuAq1wQugKZA,2019-03-08 23:11:26
79322,-Tnsc_b8dsWuAq1wQugKZA,2019-03-31 16:18:26
79323,-Tnsc_b8dsWuAq1wQugKZA,2019-05-03 22:18:50
79324,-Tnsc_b8dsWuAq1wQugKZA,2019-05-10 23:03:40
79325,-Tnsc_b8dsWuAq1wQugKZA,2019-06-10 16:44:39
79326,-Tnsc_b8dsWuAq1wQugKZA,2019-06-22 20:57:36
79327,-Tnsc_b8dsWuAq1wQugKZA,2019-06-23 13:55:23
79328,-Tnsc_b8dsWuAq1wQugKZA,2019-06-23 15:13:51
79329,-Tnsc_b8dsWuAq1wQugKZA,2019-07-10 00:44:21
79330,-Tnsc_b8dsWuAq1wQugKZA,2019-07-29 22:06:54
79331,-Tnsc_b8dsWuAq1wQugKZA,2019-08-16 22:20:32
79332,-Tnsc_b8dsWuAq1wQugKZA,2019-09-26 23:18:16
79333,-Tnsc_b8dsWuAq1wQugKZA,2019-10-03 23:16:42
79334,-Tnsc_b8dsWuAq1wQugKZA,2019-10-11 23:13:02
79335,-Tnsc_b8dsWuAq1wQugKZA,2019-11-02 22:35:02
79336,-Tnsc_b8dsWuAq1wQugKZA,2019-11-15 00:02:45
79337,-Tnsc_b8dsWuAq1wQugKZA,2019-11-16 16:35:40
79338,-Tnsc_b8dsWuAq1wQugKZA,2019-11-17 15:17:49
79339,-Tnsc_b8dsWuAq1wQugKZA,2019-12-01 02:16:12
79340,-Tnsc_b8dsWuAq1wQugKZA,2019-12-08 15:43:59
79341,-Tnsc_b8dsWuAq1wQugKZA,2019-12-19 17:31:28
79342,-Tnsc_b8dsWuAq1wQugKZA,2020-01-13 23:07:43
79343,-Tnsc_b8dsWuAq1wQugKZA,2020-01-24 23:08:39
79344,-Tnsc_b8dsWuAq1wQugKZA,2020-02-01 23:34:30
79345,-Tnsc_b8dsWuAq1wQugKZA,2020-05-18 21:28:03
79346,-Tnsc_b8dsWuAq1wQugKZA,2020-05-22 20:35:12
79347,-Tnsc_b8dsWuAq1wQugKZA,2020-05-23 20:36:20
79348,-Tnsc_b8dsWuAq1wQugKZA,2020-05-29 18:16:15
79349,-Tnsc_b8dsWuAq1wQugKZA,2020-05-31 19:41:29
79350,-Tnsc_b8dsWuAq1wQugKZA,2020-06-02 22:22:17
79351,-Tnsc_b8dsWuAq1wQugKZA,2020-09-17 22:10:41
79352,-Tnsc_b8dsWuAq1wQugKZA,2020-12-04 23:54:19
79353,-Tnsc_b8dsWuAq1wQugKZA,2021-01-06 23:25:46
85757,-aeZuatjCDMV1X4gCTz9Ug,2019-03-03 12:51:48
88692,-e2IXX106XDm15d7Cr4qXA,2013-01-21 22:25:14
88693,-e2IXX106XDm15d7Cr4qXA,2017-09-26 13:12:04
88694,-e2IXX106XDm15d7Cr4qXA,2020-09-22 12:52:04
88695,-e2IXX106XDm15d7Cr4qXA,2020-11-12 20:51:11
91199,-fMwcA1pFUUv3RCsehpnwQ,2015-02-07 23:04:23
91200,-fMwcA1pFUUv3RCsehpnwQ,2015-02-07 23:46:22
91201,-fMwcA1pFUUv3RCsehpnwQ,2015-02-07 23:46:47
91202,-fMwcA1pFUUv3RCsehpnwQ,2015-02-07 23:53:12
91203,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:19:20
91204,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:35:12
91205,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:39:09
91206,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:40:33
91207,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:41:28
91208,-fMwcA1pFUUv3RCsehpnwQ,2015-02-08 00:41:50
91209,-fMwcA1pFUUv3RCsehpnwQ,2019-10-25 00:23:18
91210,-fMwcA1pFUUv3RCsehpnwQ,2019-10-25 00:27:07
91211,-fMwcA1pFUUv3RCsehpnwQ,2019-10-25 00:31:21
102181,-uq7NWYxWNG6Pemh1Y7O4Q,2016-02-09 21:18:33
102182,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-19 00:28:03
102183,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-20 23:35:47
102184,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-24 21:30:30
102185,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-25 23:16:03
102186,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-26 17:54:42
102187,-uq7NWYxWNG6Pemh1Y7O4Q,2016-04-27 22:15:56
102188,-uq7NWYxWNG6Pemh1Y7O4Q,2016-05-04 01:42:42
102189,-uq7NWYxWNG6Pemh1Y7O4Q,2016-05-04 01:42:43
102190,-uq7NWYxWNG6Pemh1Y7O4Q,2016-05-23 23:03:36
102191,-uq7NWYxWNG6Pemh1Y7O4Q,2016-06-11 17:58:07
102192,-uq7NWYxWNG6Pemh1Y7O4Q,2016-08-22 21:31:37
102193,-uq7NWYxWNG6Pemh1Y7O4Q,2016-09-28 04:30:39
102194,-uq7NWYxWNG6Pemh1Y7O4Q,2016-11-05 20:37:50
102195,-uq7NWYxWNG6Pemh1Y7O4Q,2017-05-12 17:44:34
102196,-uq7NWYxWNG6Pemh1Y7O4Q,2017-05-18 01:23:34
102197,-uq7NWYxWNG6Pemh1Y7O4Q,2019-02-22 00:02:00
102198,-uq7NWYxWNG6Pemh1Y7O4Q,2019-02-23 01:41:10
102199,-uq7NWYxWNG6Pemh1Y7O4Q,2019-02-25 23:45:09
102200,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-01 19:51:25
102201,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-02 20:38:04
102202,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-04 23:30:58
102203,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-07 00:08:00
102204,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-08 01:03:08
102205,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-12 00:50:28
102206,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-13 21:48:40
102207,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-18 23:44:31
102208,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-20 23:28:20
102209,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-21 22:20:29
102210,-uq7NWYxWNG6Pemh1Y7O4Q,2019-03-25 22:15:24
102211,-uq7NWYxWNG6Pemh1Y7O4Q,2019-04-01 22:52:23
102212,-uq7NWYxWNG6Pemh1Y7O4Q,2019-04-11 22:19:40
102213,-uq7NWYxWNG6Pemh1Y7O4Q,2019-05-15 22:51:08
102214,-uq7NWYxWNG6Pemh1Y7O4Q,2019-05-20 22:44:54
102215,-uq7NWYxWNG6Pemh1Y7O4Q,2020-08-11 17:47:44
102740,-vDemAA9tlWUP6trQlrgXw,2011-02-15 00:41:54
102741,-vDemAA9tlWUP6trQlrgXw,2012-01-15 20:31:03
102742,-vDemAA9tlWUP6trQlrgXw,2012-01-16 09:45:11
102743,-vDemAA9tlWUP6trQlrgXw,2012-01-16 16:47:26
102744,-vDemAA9tlWUP6trQlrgXw,2013-02-20 23:28:36
102745,-vDemAA9tlWUP6trQlrgXw,2014-01-11 01:19:13
102746,-vDemAA9tlWUP6trQlrgXw,2014-06-10 23:04:45
102747,-vDemAA9tlWUP6trQlrgXw,2014-11-10 19:17:27
102748,-vDemAA9tlWUP6trQlrgXw,2014-12-01 19:10:42
102749,-vDemAA9tlWUP6trQlrgXw,2014-12-11 02:43:50
102750,-vDemAA9tlWUP6trQlrgXw,2014-12-20 23:07:54
102751,-vDemAA9tlWUP6trQlrgXw,2016-01-10 00:49:21
102752,-vDemAA9tlWUP6trQlrgXw,2016-01-16 22:51:23
103230,-vfDiAg6COJac0u7U7O6Yg,2012-08-03 02:14:25
103231,-vfDiAg6COJac0u7U7O6Yg,2016-11-15 13:06:46
103232,-vfDiAg6COJac0u7U7O6Yg,2020-11-19 11:54:18
124892,0ByzGehS0T5muzZ2qYGq_Q,2013-08-05 21:15:51
124893,0ByzGehS0T5muzZ2qYGq_Q,2014-04-09 00:46:14
124894,0ByzGehS0T5muzZ2qYGq_Q,2014-10-18 23:05:05
124895,0ByzGehS0T5muzZ2qYGq_Q,2014-11-25 18:57:23
124896,0ByzGehS0T5muzZ2qYGq_Q,2015-01-11 01:10:21
124897,0ByzGehS0T5muzZ2qYGq_Q,2015-01-11 01:13:50
124898,0ByzGehS0T5muzZ2qYGq_Q,2015-03-10 17:34:30
124899,0ByzGehS0T5muzZ2qYGq_Q,2015-04-05 01:46:23
124900,0ByzGehS0T5muzZ2qYGq_Q,2015-06-19 01:31:42
124901,0ByzGehS0T5muzZ2qYGq_Q,2015-06-19 17:19:41
124902,0ByzGehS0T5muzZ2qYGq_Q,2015-06-28 06:41:45
124903,0ByzGehS0T5muzZ2qYGq_Q,2015-07-07 20:15:14
124904,0ByzGehS0T5muzZ2qYGq_Q,2015-08-12 23:31:59
124905,0ByzGehS0T5muzZ2qYGq_Q,2015-09-05 18:28:01
124906,0ByzGehS0T5muzZ2qYGq_Q,2015-11-19 02:08:35
124907,0ByzGehS0T5muzZ2qYGq_Q,2016-05-19 16:29:51
124908,0ByzGehS0T5muzZ2qYGq_Q,2016-12-09 02:06:27
124909,0ByzGehS0T5muzZ2qYGq_Q,2016-12-18 03:01:23
124910,0ByzGehS0T5muzZ2qYGq_Q,2017-03-16 18:31:57
124911,0ByzGehS0T5muzZ2qYGq_Q,2017-04-01 19:40:31
124912,0ByzGehS0T5muzZ2qYGq_Q,2017-04-12 23:24:01
124913,0ByzGehS0T5muzZ2qYGq_Q,2017-06-12 22:52:22
124914,0ByzGehS0T5muzZ2qYGq_Q,2017-08-08 21:53:28
124915,0ByzGehS0T5muzZ2qYGq_Q,2017-12-09 01:30:30
124916,0ByzGehS0T5muzZ2qYGq_Q,2018-01-06 00:07:43
124917,0ByzGehS0T5muzZ2qYGq_Q,2018-02-16 01:53:12
124918,0ByzGehS0T5muzZ2qYGq_Q,2018-03-22 22:14:33
124919,0ByzGehS0T5muzZ2qYGq_Q,2018-04-27 23:12:54
124920,0ByzGehS0T5muzZ2qYGq_Q,2018-05-19 00:50:57
124921,0ByzGehS0T5muzZ2qYGq_Q,2018-06-26 17:26:34
124922,0ByzGehS0T5muzZ2qYGq_Q,2018-09-01 02:57:47
124923,0ByzGehS0T5muzZ2qYGq_Q,2018-09-15 02:21:52
124924,0ByzGehS0T5muzZ2qYGq_Q,2018-11-15 01:51:38
124925,0ByzGehS0T5muzZ2qYGq_Q,2019-02-21 21:26:34
124926,0ByzGehS0T5muzZ2qYGq_Q,2019-08-23 23:49:57
124927,0ByzGehS0T5muzZ2qYGq_Q,2019-10-12 18:08:19
124928,0ByzGehS0T5muzZ2qYGq_Q,2019-12-05 02:17:22
124929,0ByzGehS0T5muzZ2qYGq_Q,2020-02-22 18:56:32
124930,0ByzGehS0T5muzZ2qYGq_Q,2020-08-19 19:07:41
132136,0Noxgx5Fvu7LTUOktf7Otg,2015-10-10 17:16:12
133044,0PGxzpoXZKYNRFD_7_thpA,2017-08-25 15:51:10
133045,0PGxzpoXZKYNRFD_7_thpA,2017-09-26 18:00:47
133046,0PGxzpoXZKYNRFD_7_thpA,2018-01-02 21:50:57
133047,0PGxzpoXZKYNRFD_7_thpA,2021-03-04 23:51:51
143099,0a8t_Th0jtWUMmtq0q2dqA,2018-03-15 15:30:35
143100,0a8t_Th0jtWUMmtq0q2dqA,2018-03-22 16:00:53
143101,0a8t_Th0jtWUMmtq0q2dqA,2018-03-30 18:01:31
143102,0a8t_Th0jtWUMmtq0q2dqA,2018-04-12 15:51:33
143103,0a8t_Th0jtWUMmtq0q2dqA,2018-04-16 18:25:14
143104,0a8t_Th0jtWUMmtq0q2dqA,2018-04-26 22:00:18
143105,0a8t_Th0jtWUMmtq0q2dqA,2018-04-27 20:46:04
143106,0a8t_Th0jtWUMmtq0q2dqA,2018-05-01 16:24:57
143107,0a8t_Th0jtWUMmtq0q2dqA,2018-05-04 15:55:59
143108,0a8t_Th0jtWUMmtq0q2dqA,2018-06-05 21:28:20
143109,0a8t_Th0jtWUMmtq0q2dqA,2018-06-15 22:29:29
143110,0a8t_Th0jtWUMmtq0q2dqA,2018-06-21 16:06:23
143111,0a8t_Th0jtWUMmtq0q2dqA,2018-06-21 20:21:22
143112,0a8t_Th0jtWUMmtq0q2dqA,2018-07-12 16:28:35
143113,0a8t_Th0jtWUMmtq0q2dqA,2018-07-26 22:15:05
143114,0a8t_Th0jtWUMmtq0q2dqA,2018-08-03 17:11:47
143115,0a8t_Th0jtWUMmtq0q2dqA,2018-08-17 23:00:03
143116,0a8t_Th0jtWUMmtq0q2dqA,2018-09-17 20:34:52
143117,0a8t_Th0jtWUMmtq0q2dqA,2018-09-17 21:02:43
143118,0a8t_Th0jtWUMmtq0q2dqA,2018-09-22 22:02:21
143119,0a8t_Th0jtWUMmtq0q2dqA,2018-10-26 16:29:16
143120,0a8t_Th0jtWUMmtq0q2dqA,2018-10-29 20:53:33
143121,0a8t_Th0jtWUMmtq0q2dqA,2018-11-09 19:13:59
143122,0a8t_Th0jtWUMmtq0q2dqA,2019-01-19 18:21:07
143123,0a8t_Th0jtWUMmtq0q2dqA,2019-03-13 23:07:15
143124,0a8t_Th0jtWUMmtq0q2dqA,2019-03-13 23:10:17
143125,0a8t_Th0jtWUMmtq0q2dqA,2019-04-08 15:59:03
143126,0a8t_Th0jtWUMmtq0q2dqA,2019-04-10 22:09:22
143127,0a8t_Th0jtWUMmtq0q2dqA,2019-05-19 16:07:34
143128,0a8t_Th0jtWUMmtq0q2dqA,2019-06-07 17:24:35
143129,0a8t_Th0jtWUMmtq0q2dqA,2019-06-07 18:28:31
143130,0a8t_Th0jtWUMmtq0q2dqA,2019-07-03 16:50:07
143131,0a8t_Th0jtWUMmtq0q2dqA,2019-07-08 17:20:27
143132,0a8t_Th0jtWUMmtq0q2dqA,2019-08-06 18:02:51
143133,0a8t_Th0jtWUMmtq0q2dqA,2019-10-16 17:19:07
143134,0a8t_Th0jtWUMmtq0q2dqA,2019-10-19 17:40:16
143135,0a8t_Th0jtWUMmtq0q2dqA,2019-11-24 18:29:34
143136,0a8t_Th0jtWUMmtq0q2dqA,2020-02-05 22:26:14
143137,0a8t_Th0jtWUMmtq0q2dqA,2020-03-02 17:37:24
143138,0a8t_Th0jtWUMmtq0q2dqA,2021-10-08 18:07:18
143555,0bPLkL0QhhPO5kt1_EXmNQ,2010-08-26 17:52:51
143556,0bPLkL0QhhPO5kt1_EXmNQ,2011-02-13 00:43:54
143557,0bPLkL0QhhPO5kt1_EXmNQ,2011-06-25 17:43:44
143558,0bPLkL0QhhPO5kt1_EXmNQ,2011-10-01 22:12:49
143559,0bPLkL0QhhPO5kt1_EXmNQ,2012-02-25 18:23:50
143560,0bPLkL0QhhPO5kt1_EXmNQ,2012-06-19 17:10:17
143561,0bPLkL0QhhPO5kt1_EXmNQ,2012-06-20 17:40:54
143562,0bPLkL0QhhPO5kt1_EXmNQ,2012-06-21 17:06:12
143563,0bPLkL0QhhPO5kt1_EXmNQ,2012-06-22 15:55:19
143564,0bPLkL0QhhPO5kt1_EXmNQ,2012-12-28 22:41:12
143565,0bPLkL0QhhPO5kt1_EXmNQ,2013-02-07 17:55:25
143566,0bPLkL0QhhPO5kt1_EXmNQ,2013-05-04 18:09:47
143567,0bPLkL0QhhPO5kt1_EXmNQ,2013-05-17 16:51:46
143568,0bPLkL0QhhPO5kt1_EXmNQ,2013-06-17 18:06:34
143569,0bPLkL0QhhPO5kt1_EXmNQ,2013-06-24 18:11:23
143570,0bPLkL0QhhPO5kt1_EXmNQ,2013-07-01 17:58:20
143571,0bPLkL0QhhPO5kt1_EXmNQ,2013-07-06 16:24:17
